Year,Month,Entry Type,Tax Type,Amount
2009,December  ,Actual Outturn,Unallocated Tax Receipts,-18003
2009,December  ,Profile,Customs,18000
2009,December  ,Profile,Excise Duty,515830
2009,December  ,Profile,Capital Gains Tax,303450
2009,December  ,Profile,Capital Acquisitions Tax,32750
2009,December  ,Profile,Stamps,120990
2009,December  ,Profile,Income Tax,880250
2009,December  ,Profile,Corporation Tax,108420
2009,December  ,Profile,Valued Added Tax,302170
2010,January,Actual Outturn,Customs,16411
2010,January,Actual Outturn,Excise Duty,260081
2010,January,Actual Outturn,Capital Gains Tax,27028
2010,January,Actual Outturn,Capital Acquisitions Tax,15558
2010,January,Actual Outturn,Stamps,29561
2010,January,Actual Outturn,Income Tax,1051457
2010,January,Actual Outturn,Corporation Tax,40516
2010,January,Actual Outturn,Valued Added Tax,1616164
2010,January,Actual Outturn,Training and Employment Levy,96
2010,January,Actual Outturn,Unallocated Tax Receipts,17388
2010,January,Profile,Customs,16000
2010,January,Profile,Excise Duty,260000
2010,January,Profile,Capital Gains Tax,27000
2010,January,Profile,Capital Acquisitions Tax,16000
2010,January,Profile,Stamps,30000
2010,January,Profile,Income Tax,1059000
2010,January,Profile,Corporation Tax,41000
2010,January,Profile,Valued Added Tax,1625000
2010,February,Actual Outturn,Customs,14429
2010,February,Actual Outturn,Excise Duty,305998
2010,February,Actual Outturn,Capital Gains Tax,69113
2010,February,Actual Outturn,Capital Acquisitions Tax,17829
2010,February,Actual Outturn,Stamps,72829
2010,February,Actual Outturn,Income Tax,783048
2010,February,Actual Outturn,Corporation Tax,66920
2010,February,Actual Outturn,Valued Added Tax,330492
2010,February,Actual Outturn,Training and Employment Levy,84
2010,February,Actual Outturn,Unallocated Tax Receipts,1098
2010,February,Profile,Customs,17000
2010,February,Profile,Excise Duty,344000
2010,February,Profile,Capital Gains Tax,30000
2010,February,Profile,Capital Acquisitions Tax,21000
2010,February,Profile,Stamps,89000
2010,February,Profile,Income Tax,891000
2010,February,Profile,Corporation Tax,90000
2010,February,Profile,Valued Added Tax,244000
2010,March,Actual Outturn,Customs,14546
2010,March,Actual Outturn,Excise Duty,343198
2010,March,Actual Outturn,Capital Gains Tax,9661
2010,March,Actual Outturn,Capital Acquisitions Tax,22819
2010,March,Actual Outturn,Stamps,39335
2010,March,Actual Outturn,Income Tax,777192
2010,March,Actual Outturn,Corporation Tax,13834
2010,March,Actual Outturn,Valued Added Tax,1269024
2010,March,Actual Outturn,Unallocated Tax Receipts,9844
2010,March,Profile,Customs,17000
2010,March,Profile,Excise Duty,334000
2010,March,Profile,Capital Gains Tax,11000
2010,March,Profile,Capital Acquisitions Tax,20000
2010,March,Profile,Stamps,60000
2010,March,Profile,Income Tax,767000
2010,March,Profile,Corporation Tax,92000
2010,March,Profile,Valued Added Tax,1401000
2010,April,Actual Outturn,Customs,20198
2010,April,Actual Outturn,Excise Duty,421472
2010,April,Actual Outturn,Capital Gains Tax,3674
2010,April,Actual Outturn,Capital Acquisitions Tax,42313
2010,April,Actual Outturn,Stamps,45266
2010,April,Actual Outturn,Income Tax,843748
2010,April,Actual Outturn,Corporation Tax,185568
2010,April,Actual Outturn,Valued Added Tax,204726
2010,April,Actual Outturn,Training and Employment Levy,70
2010,April,Actual Outturn,Unallocated Tax Receipts,2545
2010,April,Profile,Customs,16000
2010,April,Profile,Excise Duty,403000
2010,April,Profile,Capital Gains Tax,8000
2010,April,Profile,Capital Acquisitions Tax,21000
2010,April,Profile,Stamps,56000
2010,April,Profile,Income Tax,825000
2010,April,Profile,Corporation Tax,53000
2010,April,Profile,Valued Added Tax,128000
2010,May,Actual Outturn,Customs,17395
2010,May,Actual Outturn,Excise Duty,373263
2010,May,Actual Outturn,Capital Gains Tax,1418
2010,May,Actual Outturn,Capital Acquisitions Tax,16098
2010,May,Actual Outturn,Stamps,56558
2010,May,Actual Outturn,Income Tax,764201
2010,May,Actual Outturn,Corporation Tax,440934
2010,May,Actual Outturn,Valued Added Tax,1452330
2010,May,Actual Outturn,Training and Employment Levy,63
2010,May,Actual Outturn,Unallocated Tax Receipts,-9909
2010,May,Profile,Customs,16000
2010,May,Profile,Excise Duty,390000
2010,May,Profile,Capital Gains Tax,8000
2010,May,Profile,Capital Acquisitions Tax,20000
2010,May,Profile,Stamps,49000
2010,May,Profile,Income Tax,897000
2010,May,Profile,Corporation Tax,450000
2010,May,Profile,Valued Added Tax,1423000
2010,June,Actual Outturn,Customs,17605
2010,June,Actual Outturn,Excise Duty,381191
2010,June,Actual Outturn,Capital Gains Tax,2772
2010,June,Actual Outturn,Capital Acquisitions Tax,16215
2010,June,Actual Outturn,Stamps,35819
2010,June,Actual Outturn,Income Tax,748739
2010,June,Actual Outturn,Corporation Tax,861750
2010,June,Actual Outturn,Valued Added Tax,249377
2010,June,Actual Outturn,Training and Employment Levy,39
2010,June,Actual Outturn,Unallocated Tax Receipts,789
2010,June,Profile,Customs,15000
2010,June,Profile,Excise Duty,377000
2010,June,Profile,Capital Gains Tax,8000
2010,June,Profile,Capital Acquisitions Tax,21000
2010,June,Profile,Stamps,39000
2010,June,Profile,Income Tax,833000
2010,June,Profile,Corporation Tax,850000
2010,June,Profile,Valued Added Tax,251000
2010,July,Actual Outturn,Customs,20865
2010,July,Actual Outturn,Excise Duty,407144
2010,July,Actual Outturn,Capital Gains Tax,-1241
2010,July,Actual Outturn,Capital Acquisitions Tax,12127
2010,July,Actual Outturn,Stamps,55979
2010,July,Actual Outturn,Income Tax,851047
2010,July,Actual Outturn,Corporation Tax,15922
2010,July,Actual Outturn,Valued Added Tax,1356044
2010,July,Actual Outturn,Training and Employment Levy,39
2010,July,Actual Outturn,Unallocated Tax Receipts,3658
2010,July,Profile,Customs,15000
2010,July,Profile,Excise Duty,392000
2010,July,Profile,Capital Gains Tax,8000
2010,July,Profile,Capital Acquisitions Tax,19000
2010,July,Profile,Stamps,57000
2010,July,Profile,Income Tax,837000
2010,July,Profile,Corporation Tax,21000
2010,July,Profile,Valued Added Tax,1392000
2010,August,Actual Outturn,Customs,21807
2010,August,Actual Outturn,Excise Duty,395451
2010,August,Actual Outturn,Capital Gains Tax,9076
2010,August,Actual Outturn,Capital Acquisitions Tax,9814
2010,August,Actual Outturn,Stamps,57962
2010,August,Actual Outturn,Income Tax,815584
2010,August,Actual Outturn,Corporation Tax,210893
2010,August,Actual Outturn,Valued Added Tax,260744
2010,August,Actual Outturn,Unallocated Tax Receipts,-8689
2010,August,Profile,Customs,16000
2010,August,Profile,Excise Duty,382000
2010,August,Profile,Capital Gains Tax,8000
2010,August,Profile,Capital Acquisitions Tax,21000
2010,August,Profile,Stamps,53000
2010,August,Profile,Income Tax,796000
2010,August,Profile,Corporation Tax,163000
2010,August,Profile,Valued Added Tax,228000
2010,September,Actual Outturn,Customs,24865
2010,September,Actual Outturn,Excise Duty,387803
2010,September,Actual Outturn,Capital Gains Tax,5503
2010,September,Actual Outturn,Capital Acquisitions Tax,11017
2010,September,Actual Outturn,Stamps,314623
2010,September,Actual Outturn,Income Tax,725630
2010,September,Actual Outturn,Corporation Tax,350529
2010,September,Actual Outturn,Valued Added Tax,1422426
2010,September,Actual Outturn,Training and Employment Levy,53
2010,September,Actual Outturn,Unallocated Tax Receipts,4975
2010,September,Profile,Customs,18000
2010,September,Profile,Excise Duty,351000
2010,September,Profile,Capital Gains Tax,7000
2010,September,Profile,Capital Acquisitions Tax,20000
2010,September,Profile,Stamps,331000
2010,September,Profile,Income Tax,793000
2010,September,Profile,Corporation Tax,192000
2010,September,Profile,Valued Added Tax,1436000
2010,October,Actual Outturn,Customs,21399
2010,October,Actual Outturn,Excise Duty,411645
2010,October,Actual Outturn,Capital Gains Tax,6172
2010,October,Actual Outturn,Capital Acquisitions Tax,25505
2010,October,Actual Outturn,Stamps,87120
2010,October,Actual Outturn,Income Tax,1261656
2010,October,Actual Outturn,Corporation Tax,434213
2010,October,Actual Outturn,Valued Added Tax,284847
2010,October,Actual Outturn,Unallocated Tax Receipts,-6438
2010,October,Profile,Customs,20000
2010,October,Profile,Excise Duty,384000
2010,October,Profile,Capital Gains Tax,8000
2010,October,Profile,Capital Acquisitions Tax,21000
2010,October,Profile,Stamps,40000
2010,October,Profile,Income Tax,1293000
2010,October,Profile,Corporation Tax,196000
2010,October,Profile,Valued Added Tax,280000
2010,November,Actual Outturn,Customs,20647
2010,November,Actual Outturn,Excise Duty,404230
2010,November,Actual Outturn,Capital Gains Tax,32268
2010,November,Actual Outturn,Capital Acquisitions Tax,40160
2010,November,Actual Outturn,Stamps,59980
2010,November,Actual Outturn,Income Tax,1750736
2010,November,Actual Outturn,Corporation Tax,1046830
2010,November,Actual Outturn,Valued Added Tax,1434612
2010,November,Actual Outturn,Training and Employment Levy,38
2010,November,Actual Outturn,Unallocated Tax Receipts,305
2010,November,Profile,Customs,18000
2010,November,Profile,Excise Duty,377000
2010,November,Profile,Capital Gains Tax,30000
2010,November,Profile,Capital Acquisitions Tax,19000
2010,November,Profile,Stamps,50000
2010,November,Profile,Income Tax,1738000
2010,November,Profile,Corporation Tax,931000
2010,November,Profile,Valued Added Tax,1399000
2010,December  ,Actual Outturn,Customs,18354
2010,December  ,Actual Outturn,Excise Duty,586493
2010,December  ,Actual Outturn,Capital Gains Tax,181267
2010,December  ,Actual Outturn,Capital Acquisitions Tax,8314
2010,December  ,Actual Outturn,Stamps,105059
2010,December  ,Actual Outturn,Income Tax,903054
2010,December  ,Actual Outturn,Corporation Tax,255728
2010,December  ,Actual Outturn,Valued Added Tax,220498
2010,December  ,Actual Outturn,Training and Employment Levy,114
2010,December  ,Actual Outturn,Unallocated Tax Receipts,-15567
2010,December  ,Profile,Customs,16000
2010,December  ,Profile,Excise Duty,521000
2010,December  ,Profile,Capital Gains Tax,187000
2010,December  ,Profile,Capital Acquisitions Tax,21000
2010,December  ,Profile,Stamps,121000
2010,December  ,Profile,Income Tax,801000
2010,December  ,Profile,Corporation Tax,81000
2010,December  ,Profile,Valued Added Tax,283000
2011,January,Actual Outturn,Customs,20829
2011,January,Actual Outturn,Excise Duty,281411
2011,January,Actual Outturn,Capital Gains Tax,18168
2011,January,Actual Outturn,Capital Acquisitions Tax,6709
2011,January,Actual Outturn,Stamps,41182
2011,January,Actual Outturn,Income Tax,986650
2011,January,Actual Outturn,Corporation Tax,72009
2011,January,Actual Outturn,Valued Added Tax,1674183
2011,January,Actual Outturn,Training and Employment Levy,45
2011,January,Actual Outturn,Unallocated Tax Receipts,30268
2011,January,Profile,Customs,21000
2011,January,Profile,Excise Duty,281000
2011,January,Profile,Capital Gains Tax,18000
2011,January,Profile,Capital Acquisitions Tax,7000
2011,January,Profile,Stamps,41000
2011,January,Profile,Income Tax,1002000
2011,January,Profile,Corporation Tax,72000
2011,January,Profile,Valued Added Tax,1689000
2011,February,Actual Outturn,Customs,20981
2011,February,Actual Outturn,Excise Duty,357651
2011,February,Actual Outturn,Capital Gains Tax,43912
2011,February,Actual Outturn,Capital Acquisitions Tax,9264
2011,February,Actual Outturn,Stamps,47105
2011,February,Actual Outturn,Income Tax,980791
2011,February,Actual Outturn,Corporation Tax,33935
2011,February,Actual Outturn,Valued Added Tax,225452
2011,February,Actual Outturn,Training and Employment Levy,63
2011,February,Actual Outturn,Unallocated Tax Receipts,-10783
2011,February,Profile,Customs,15000
2011,February,Profile,Excise Duty,315000
2011,February,Profile,Capital Gains Tax,50000
2011,February,Profile,Capital Acquisitions Tax,5000
2011,February,Profile,Stamps,55000
2011,February,Profile,Income Tax,1010000
2011,February,Profile,Corporation Tax,57000
2011,February,Profile,Valued Added Tax,330000
2011,March,Actual Outturn,Customs,21058
2011,March,Actual Outturn,Excise Duty,367434
2011,March,Actual Outturn,Capital Gains Tax,9159
2011,March,Actual Outturn,Capital Acquisitions Tax,9509
2011,March,Actual Outturn,Stamps,35593
2011,March,Actual Outturn,Income Tax,900047
2011,March,Actual Outturn,Corporation Tax,111012
2011,March,Actual Outturn,Valued Added Tax,1210161
2011,March,Actual Outturn,Training and Employment Levy,20
2011,March,Actual Outturn,Unallocated Tax Receipts,1899
2011,March,Profile,Customs,15000
2011,March,Profile,Excise Duty,350000
2011,March,Profile,Capital Gains Tax,5000
2011,March,Profile,Capital Acquisitions Tax,5000
2011,March,Profile,Stamps,39000
2011,March,Profile,Income Tax,980000
2011,March,Profile,Corporation Tax,10000
2011,March,Profile,Valued Added Tax,1270000
2011,April,Actual Outturn,Customs,18246
2011,April,Actual Outturn,Excise Duty,405434
2011,April,Actual Outturn,Capital Gains Tax,4897
2011,April,Actual Outturn,Capital Acquisitions Tax,4980
2011,April,Actual Outturn,Stamps,50347
2011,April,Actual Outturn,Income Tax,1264168
2011,April,Actual Outturn,Corporation Tax,72096
2011,April,Actual Outturn,Valued Added Tax,277011
2011,April,Actual Outturn,Training and Employment Levy,7
2011,April,Actual Outturn,Unallocated Tax Receipts,8201
2011,April,Profile,Customs,20000
2011,April,Profile,Excise Duty,420000
2011,April,Profile,Capital Gains Tax,5000
2011,April,Profile,Capital Acquisitions Tax,6000
2011,April,Profile,Stamps,45000
2011,April,Profile,Income Tax,1080000
2011,April,Profile,Corporation Tax,80000
2011,April,Profile,Valued Added Tax,205000
2011,May,Actual Outturn,Customs,17162
2011,May,Actual Outturn,Excise Duty,378711
2011,May,Actual Outturn,Capital Gains Tax,7099
2011,May,Actual Outturn,Capital Acquisitions Tax,8954
2011,May,Actual Outturn,Stamps,60833
2011,May,Actual Outturn,Income Tax,929317
2011,May,Actual Outturn,Corporation Tax,310299
2011,May,Actual Outturn,Valued Added Tax,1480225
2011,May,Actual Outturn,Unallocated Tax Receipts,-8885
2011,May,Profile,Customs,17000
2011,May,Profile,Excise Duty,375000
2011,May,Profile,Capital Gains Tax,5000
2011,May,Profile,Capital Acquisitions Tax,5000
2011,May,Profile,Stamps,55000
2011,May,Profile,Income Tax,990000
2011,May,Profile,Corporation Tax,450000
2011,May,Profile,Valued Added Tax,1465000
2011,June,Actual Outturn,Customs,18726
2011,June,Actual Outturn,Excise Duty,409000
2011,June,Actual Outturn,Capital Gains Tax,6692
2011,June,Actual Outturn,Capital Acquisitions Tax,8966
2011,June,Actual Outturn,Stamps,30004
2011,June,Actual Outturn,Income Tax,977343
2011,June,Actual Outturn,Corporation Tax,824253
2011,June,Actual Outturn,Valued Added Tax,207603
2011,June,Actual Outturn,Training and Employment Levy,36
2011,June,Actual Outturn,Unallocated Tax Receipts,1819
2011,June,Profile,Customs,18000
2011,June,Profile,Excise Duty,380000
2011,June,Profile,Capital Gains Tax,5000
2011,June,Profile,Capital Acquisitions Tax,5000
2011,June,Profile,Stamps,35000
2011,June,Profile,Income Tax,965000
2011,June,Profile,Corporation Tax,871000
2011,June,Profile,Valued Added Tax,250000
2011,July,Actual Outturn,Customs,15634
2011,July,Actual Outturn,Excise Duty,392910
2011,July,Actual Outturn,Capital Gains Tax,2494
2011,July,Actual Outturn,Capital Acquisitions Tax,10384
2011,July,Actual Outturn,Stamps,150372
2011,July,Actual Outturn,Income Tax,1238335
2011,July,Actual Outturn,Corporation Tax,224084
2011,July,Actual Outturn,Valued Added Tax,1324247
2011,July,Actual Outturn,Training and Employment Levy,50
2011,July,Actual Outturn,Unallocated Tax Receipts,-4721
2011,July,Profile,Customs,21000
2011,July,Profile,Excise Duty,405000
2011,July,Profile,Capital Gains Tax,5000
2011,July,Profile,Capital Acquisitions Tax,5000
2011,July,Profile,Stamps,55000
2011,July,Profile,Income Tax,1090000
2011,July,Profile,Corporation Tax,15000
2011,July,Profile,Valued Added Tax,1380000
2011,August,Actual Outturn,Customs,18228
2011,August,Actual Outturn,Excise Duty,390858
2011,August,Actual Outturn,Capital Gains Tax,3256
2011,August,Actual Outturn,Capital Acquisitions Tax,11809
2011,August,Actual Outturn,Stamps,92277
2011,August,Actual Outturn,Income Tax,1011583
2011,August,Actual Outturn,Corporation Tax,114324
2011,August,Actual Outturn,Valued Added Tax,221461
2011,August,Actual Outturn,Unallocated Tax Receipts,5183
2011,August,Profile,Customs,21000
2011,August,Profile,Excise Duty,395000
2011,August,Profile,Capital Gains Tax,12000
2011,August,Profile,Capital Acquisitions Tax,5000
2011,August,Profile,Stamps,55000
2011,August,Profile,Income Tax,1040000
2011,August,Profile,Corporation Tax,140000
